Unique.ID,NA0012483535.IgG,NA0012483906.IgG,NA0012483927.IgG,NA0012484478.IgG,NA0012484499.IgG,NA0012484752.IgG,NA0012484765.IgG,NA0012483883.IgG,NA0012483591.IgG,NA0012483754.IgG,NA0012483419.IgG,NA0012483315.IgG,NA0012483311.IgG,NA0012483533.IgG,NA0012483544.IgG,NA0012484280.IgG,NA0012484311.IgG,NA0012484502.IgG,NA0012484569.IgG,NA0012484790.IgG,NA0012484774.IgG,NA0012483599.IgG,NA0012483640.IgG,NA0012483771.IgG,NA0012483450.IgG,NA0012483434.IgG,NA0012483665.IgG,NA0012483662.IgG,NA0012483506.IgG,NA0012484306.IgG,NA0012484290.IgG,NA0012484575.IgG,NA0012484591.IgG,NA0012484413.IgG,NA0012483568.IgG,NA0012483616.IgG,NA0012483847.IgG,NA0012483431.IgG,NA0012483435.IgG,NA0012483356.IgG,NA0012483684.IgG,NA0012483685.IgG,NA0012483529.IgG,NA0012484462.IgG,NA0012484472.IgG,NA0012484589.IgG,NA0012484753.IgG,NA0012483576.IgG,NA0012483571.IgG,NA0012483868.IgG,NA0012483872.IgG,NA0012483783.IgG,NA0012483775.IgG,NA0012483340.IgG,NA0012483326.IgG,NA0012483936.IgG,NA0012483955.IgG,NA0012483900.IgG,NA0012483963.IgG,NA0012484506.IgG,NA0012483948.IgG,NA0012484756.IgG,NA0012483967.IgG,NA0012483873.IgG,NA0012483793.IgG,NA0012483632.IgG,NA0012483808.IgG,NA0012483410.IgG,NA0012483816.IgG,NA0012483319.IgG,NA0012483833.IgG,NA0012483981.IgG,NA0012483821.IgG,NA0012483369.IgG,NA0012484009.IgG,NA0012484026.IgG,NA0012484107.IgG,NA0012484106.IgG,NA0012486630.IgG,NA0012486631.IgG,NA0012485588.IgG,NA0012485572.IgG,NA0012486098.IgG,NA0012486108.IgG,NA0012485736.IgG,NA0012486252.IgG,NA0012483535.IgA,NA0012483906.IgA,NA0012483927.IgA,NA0012484478.IgA,NA0012484499.IgA,NA0012484752.IgA,NA0012484765.IgA,NA0012483883.IgA,NA0012483591.IgA,NA0012483754.IgA,NA0012483419.IgA,NA0012483315.IgA,NA0012483311.IgA,NA0012483533.IgA,NA0012483544.IgA,NA0012484280.IgA,NA0012484311.IgA,NA0012484502.IgA,NA0012484569.IgA,NA0012484790.IgA,NA0012484774.IgA,NA0012483599.IgA,NA0012483640.IgA,NA0012483771.IgA,NA0012483450.IgA,NA0012483434.IgA,NA0012483665.IgA,NA0012483662.IgA,NA0012483506.IgA,NA0012484306.IgA,NA0012484290.IgA,NA0012484575.IgA,NA0012484591.IgA,NA0012484413.IgA,NA0012483568.IgA,NA0012483616.IgA,NA0012483847.IgA,NA0012483431.IgA,NA0012483435.IgA,NA0012483356.IgA,NA0012483684.IgA,NA0012483685.IgA,NA0012483529.IgA,NA0012484462.IgA,NA0012484472.IgA,NA0012484589.IgA,NA0012484753.IgA,NA0012483576.IgA,NA0012483571.IgA,NA0012483868.IgA,NA0012483872.IgA,NA0012483783.IgA,NA0012483775.IgA,NA0012483340.IgA,NA0012483326.IgA,NA0012483936.IgA,NA0012483955.IgA,NA0012483900.IgA,NA0012483963.IgA,NA0012484506.IgA,NA0012483948.IgA,NA0012484756.IgA,NA0012483967.IgA,NA0012483873.IgA,NA0012483793.IgA,NA0012483632.IgA,NA0012483808.IgA,NA0012483410.IgA,NA0012483816.IgA,NA0012483319.IgA,NA0012483833.IgA,NA0012483981.IgA,NA0012483821.IgA,NA0012483369.IgA,NA0012484009.IgA,NA0012484026.IgA,NA0012484107.IgA,NA0012484106.IgA,NA0012486630.IgA,NA0012486631.IgA,NA0012485588.IgA,NA0012485572.IgA,NA0012486098.IgA,NA0012486108.IgA,NA0012485736.IgA,NA0012486252.IgA,SFCOVC001.IgG,SFCOVC002.IgG,MN2909.IgG,JT1034.IgG,SFCOVC001.IgA,SFCOVC002.IgA,MN2909.IgA,JT1034.IgA,NA0012486560.IgG,NA0012486414.IgG,NA0012485598.IgG,NA0012486261.IgG,NA0012485765.IgG,NA0012485770.IgG,NA0012484121.IgG,NA0012485733.IgG,NA0012486658.IgG,NA0012485744.IgG,NA0012485589.IgG,NA0012485997.IgG,NA0012485604.IgG,NA0012486244.IgG,NA0012485726.IgG,NA0012484124.IgG,NA0012486397.IgG,NA0012486560.IgA,NA0012486414.IgA,NA0012485598.IgA,NA0012486261.IgA,NA0012485765.IgA,NA0012485770.IgA,NA0012484121.IgA,NA0012485733.IgA,NA0012486658.IgA,NA0012485744.IgA,NA0012485589.IgA,NA0012485997.IgA,NA0012485604.IgA,NA0012486244.IgA,NA0012485726.IgA,NA0012484124.IgA,NA0012486397.IgA,H002020302417.IgA,H002020302499.IgA,H002020302612.IgA,H002020302640.IgA,H002020302417.IgG,H002020302499.IgG,H002020302612.IgG,H002020302640.IgG,W12152080182600FPre13.IgG,W12152080182600FPre13.IgA,Ortho.1.IgA,Ortho.2.IgA,Ortho.3.IgA,Ortho.4.IgA,Ortho.6.IgA,Ortho.7.IgA,Ortho.8.IgA,Ortho.9.IgA,Ortho.10.IgA,Ortho.11.IgA,Ortho.12.IgA,Ortho.13.IgA,Ortho.14.IgA,Ortho.15.IgA,Ortho.16.IgA,Ortho.17.IgA,Ortho.18.IgA,Ortho.19.IgA,Ortho.20.IgA,Ortho.1.IgG,Ortho.2.IgG,Ortho.3.IgG,Ortho.4.IgG,Ortho.6.IgG,Ortho.7.IgG,Ortho.8.IgG,Ortho.9.IgG,Ortho.10.IgG,Ortho.11.IgG,Ortho.12.IgG,Ortho.13.IgG,Ortho.14.IgG,Ortho.15.IgG,Ortho.16.IgG,Ortho.17.IgG,Ortho.18.IgG,Ortho.19.IgG,Ortho.20.IgG
"SARS-CoV-2_S1, (His Tag).3",99,65.5,139,0,0,2364,35,0,0,279.5,0,0,493.5,0,0,175.5,16.5,0,0,41,75.5,0,0,0,0,442,0,9,422,83.5,116,195.5,365.5,0,0,0,0,0,507.5,0,0,290,0,358.5,445,0,0,0,0,124.5,0,470,77.5,0,0,0,169,60.5,0,13,0.5,80,0,0,0,1275,0,59,404.5,100.5,0,0,62.5,0,0,337,0,67.5,0,0,89,0,0,0,66,0,0,923,0,0,0,1138,157.5,0,0,339,0,142,0,0,0,662,0,0,0,0,221.5,358.5,0,259,604,997.5,0,356.5,0,360,198.5,0,0,0,0,0,490,141,2710.5,0,0,0,0,280,0,0,0,0,21,0,0,170.5,66,0,0,106.5,0,0,664.5,0,0,0,0,0,119,378,0,0,855,0,0,224.5,57,0,0,0,0,0,0,0,0,0,0,0,0,0,76,767,3341.5,2170,130,0,0,108,59,0,0,0,262,450,0,206.5,0,0,0,136.5,120,151.5,0,8,0,0,0,0,0,0,0,27.5,573.5,0,787,0,0,0,0,0,0,0,0,0,311.5,0,3897.5,132,0,98.5,792,368.5,365.5,0,0,0,0,111,637.5,0,1352,0,0,1639,44.5,2021.5,799.5,3527.5,0,389,0,1532,1464,0,946,0,1140.5,723.5,975,6585.5,629,282.5,4347,1085,4996.5,2113.5,5117.5,363.5,150,0
"SARS-CoV-2_S1, (His Tag).4",203,37.5,268,1696,0,1587,78,0,42,207.5,0,0,508.5,0,0,282.5,121.5,29.5,0,0,90.5,0,0,56.5,0,317,256.5,0,1048,81.5,286,1234.5,0,0,0,0,0,0,251.5,0,0,0,579,527.5,885,0,0,0,0,88.5,0,916,92.5,0,0,0,421,0,0,221,0,0,0,0,0,439,0,160,907.5,0,0,7.5,0,180.5,406.5,515,0,0,0,0,84,0,0,0,8,0,0,52,1251.5,104,85,46,0,0,23.5,0,0,131,0,0,200,182,451,0,276.5,0,0,826.5,66,142,705,457.5,0,22.5,0,0,745.5,503,0,0,0,0,776,308,0,0,0,0,713,292,501,0,0,72,0,0,0,416.5,136,0,0,198.5,0,0,0,0,0,0,0,0,0,0,0,25,2322,0,0,326.5,0,2503.5,0,2659,0,0,0,0,0,0,440,0,0,164,0,691,3030.5,3561,729,0,0,657,326,0,431,0,240,515,217,241.5,0,0,0,10.5,230,57.5,0,94,0,0,0,0,259.5,469,0,29.5,2025.5,0,141,707.5,0,0,0,0,0,172,85,0,0,0,4261.5,456,0,536.5,766,83.5,0,0,0,0,0,0,1205.5,331.5,2336,1282,0,1483,0,1044.5,364.5,3150.5,269.5,277,330.5,772,1151,0,928,0,767.5,1598.5,1110,2456.5,4611,65.5,4741,455,5064.5,1440.5,4520.5,764.5,56,0
"SARS-CoV-2_S1, (mFc Tag).1",236,51.5,758,2886,0,2704,3,0,0,199.5,0,0,0,19.5,0,233.5,0,20.5,0,0,0,0,0,0,0,279,1684.5,0,353,100.5,20,1573.5,148.5,0,0,0,0,0,290.5,0,0,0,715,439.5,507,0,0,0,0,94.5,0,394,0,0,0,25.5,421,0,0,109,0,66,0,0,0,569,0,0,408.5,0,0,118.5,0,55.5,615.5,244,0,0,0,0,77,0,28,0,173,19.5,0,285,284.5,231,0,2897,0,0,0,201,209.5,80,0,0,0,487,0,489.5,222.5,0,0,487.5,0,0,1814,724.5,2170.5,0,0,52,0,2646,177.5,0,0,615,655,0,8991.5,0,0,0,2411,304,0,599,0,0,11441,0,0,27.5,0,0,0,0,0,0,0,0,0,0,0,0,256,152,0,0,400,349.5,153,275.5,148,569.5,3143,0,0,2882,0,0,0,0,15,0,456.5,602,280,9876,9531.5,14218,898,1054.5,2237.5,1955,102,0,0,0,3,0,0,173.5,0,0,356.5,0,70,12.5,0,0,0,0,866,0,160.5,0,0,0,2116.5,0,0,3627.5,0,0,0,0,705,0,340,255,108.5,0,10329.5,2712,609.5,275.5,3141,200.5,976.5,0,0,443.5,0,94,1204.5,740.5,473,0,0,3767,1208.5,2248.5,360.5,3418.5,0,0,0,839,0,6253,0,0,1437.5,1872.5,4369,13031.5,24449,574.5,11927,8368,12407.5,1537.5,16021.5,318.5,166,0
"SARS-CoV-2_S1, (mFc Tag).2",255,23.5,904,2233,0,5044,80,0,0,364.5,0,49.5,338.5,0,0,558.5,172.5,69.5,0,12,36.5,0,30.5,0,0,174,2972.5,0,984,270.5,220,2858.5,114.5,39.5,0,0,0,0,621.5,0,56.5,411,1368,678.5,743,0,0,0,168.5,609.5,0,878,29.5,0,0,214.5,434,215.5,0,279,28.5,41,0,16,0,662,0,171,738.5,0,0,327.5,192.5,0,790.5,656,0,3.5,0,0,305,0,89,0,323,0,0,756,838.5,126,0,5451,25.5,0,0,215,0,435,0,0,290,1034,361,0,193.5,534,378.5,362.5,516,480,644,0,5955.5,537.5,582,856,398.5,3435,105.5,356.5,0,0,851,243,11601.5,0,1478,0,4372,785,624,103,0,0,9714,0,0,588.5,0,0,0,3.5,0,0,0,0,0,0,0,290,198,272,0,667,600,0,179,1181.5,35,422.5,1757,3142,0,619,757,0,0,0,190,0,0,0,0,7720,9725.5,14813,0,1552.5,1498.5,1414,210,0,479,0,0,493,74,420.5,0,0,0,0,125,0,0,0,0,0,0,0,0,97,0,197.5,5900.5,0,981,5.5,99,0,0,191.5,0,340,0,214,748.5,0,10058.5,2747,582.5,136.5,2804,1028.5,0,0,0,0,0,0,826.5,974.5,0,1991,348,3789,1742.5,2086.5,672.5,6925.5,0,762,0,0,191,0,167,0,1714.5,3650.5,4658,21517.5,9653,683.5,11393,10591,6286.5,4425.5,20487.5,935.5,378,0
"SARS-CoV-2_S1, (mFc Tag).3",20,50.5,1021,1557,0,0,90,0,433,445.5,0,0,0,0,0,334.5,108.5,131.5,0,0,0,0,0,0,59,321,205.5,0,1859,96.5,453,1853.5,702.5,0,0,0,0,0,659.5,0,26.5,836,404,400.5,885,0,0,20.5,381.5,251.5,0,542,123.5,0,0,251.5,431,0,0,88,92.5,0,2,0,0,338,0,92,0,0,0,198.5,117.5,184.5,544.5,603,0,0,0,0,6,0,34,0,159,0,0,290,1029.5,242,0,0,0,0,68.5,0,0,0,0,178.5,0,51,139,0,172.5,0,0,748.5,0,0,2266,529.5,0,0,1254,0,980.5,2044,0,0,0,0,765,23,6911.5,0,0,295,963,0,328,0,0,124,11171,0,0,413.5,0,0,0,202.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,657.5,154,2137.5,1809,721,0,240,0,0,0,0,0,0,0,0,9,8795,5770.5,13329,0,2334.5,342.5,2618,290,0,275,0,215,352,0,454.5,0,0,0,0,0,0,0,0,0,0,0,0,0,723,0,0,7164.5,0,0,1499.5,192,0,0,0,0,1304,423,199,0,102.5,9801.5,2215,1758.5,185.5,3553,984.5,2459.5,0,0,396.5,0,1119,707.5,2565.5,1799,0,236,5967,1194.5,7032.5,410.5,5648.5,0,0,0,1745,1515,0,276,0,2161.5,2625.5,7890,22586.5,17389,1367.5,16407,8686,17907.5,4873.5,17542.5,1352.5,301,0
"SARS-CoV-2_S1, (mFc Tag).4",129,0,1340,0,0,0,136,0,0,353.5,0,0,179.5,0,0,361.5,108.5,60.5,0,43,98.5,0,0,0,0,10,825.5,0,425,30.5,370,5142.5,181.5,0,0,0,0,0,905.5,0,0,0,473,680.5,1035,5,0,0,400.5,502.5,0,759,241.5,0,0,12.5,200,176.5,0,555,98.5,46,23,0,0,98,0,66,1296.5,0,0,129.5,0,3.5,877.5,337,0,103.5,0,0,155,0,0,0,65,0,0,0,2635.5,0,0,0,0,0,0,0,54.5,63,0,0,0,0,292,110.5,0,0,0,0,0,0,1050,40.5,0,428.5,0,0,373.5,7317,0,0,0,417,0,64,12583.5,0,0,0,0,212,605,0,0,0,10842,0,0,54.5,1175,0,0,0,0,0,0,0,478.5,0,0,0,0,0,0,0,2603,0,257,496.5,0,0,4062,3175,0,1367,0,0,0,0,496,0,0,484,76,10080,8499.5,18689,686,3092.5,527.5,2941,125,0,113,0,22,19,0,117.5,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,7.5,776.5,0,496,1407.5,0,0,0,0,0,0,248,0,215.5,0,12954.5,2472,926.5,84.5,4904,625.5,1387.5,1686,0,0,0,639,624.5,1295.5,313,8674,1994,6205,3447.5,5283.5,1086.5,3805.5,0,64,0,438,112,0,0,0,3812.5,2711.5,5507,16873.5,21834,1345.5,11925,12260,19567.5,4865.5,10329.5,0,276,0
SARS-CoV-2_S1+S2.1,308,106.5,47,2209,217,2207,246,0,96,382.5,941.5,0,120.5,1152.5,0,353.5,381.5,118.5,1,352,193.5,0,1668.5,5.5,2805,700,2299.5,333,819,592.5,394,1343.5,742.5,596.5,5,7455.5,1074.5,662,1112.5,493.5,366.5,263,504,295.5,710,0,113,1212.5,0,201.5,38,440,464.5,0,152.5,731.5,612,247.5,0,210,174.5,12,20,28,0,802,359.5,950,510.5,68.5,231.5,304.5,0,11143.5,445.5,401,0,0,84,0,554,0,51,362.5,163,541.5,0,615,0,389,150,350,0,0,0,0,97.5,51,0,359.5,0,411,446,0,503.5,95,0,1005.5,1035,240,1436,1386.5,1127.5,69.5,450,435,512.5,1115,344.5,909.5,0,998,835,206,3860.5,0,485,0,0,246,0,582,320,521,318,0,0,501.5,0,0,32,174.5,0,0,0,0,0,0,0,0,0,0,0,1284,189,0,69,508.5,23,1031.5,0,0,0,0,388,0,0,0,645,0,468.5,392,1603,11189,16369.5,13884,1143,2750.5,5197.5,2608,457,0,441,174.5,757,858,11,801.5,0,0,0,717.5,117,96.5,0,250,0,0,315,0,1901.5,296,0,0,3676.5,0,0,1470.5,696,0,0,0,285,0,0,4571,0,1027.5,10040.5,10538,1572.5,1387.5,15340,1181.5,7617.5,0,0,128.5,2474.5,1762,4683.5,2070.5,9062,13396,2716,5886,5733.5,18737.5,1484.5,4174.5,648.5,1830,82.5,1203,726,0,408,474,5264.5,10443.5,5325,22481.5,36668,7520.5,19915,8751,17757.5,4173.5,15838.5,1039.5,3511,443
SARS-CoV-2_S1+S2.2,330,183.5,197,2879,167,954,648,0,67,515.5,1215.5,106.5,957.5,786.5,10.5,614.5,424.5,211.5,0,349,198.5,0,1579.5,33.5,2420,1081,1504.5,280,828,531.5,522,3268.5,790.5,506.5,0,5151.5,821.5,623,1218.5,467.5,384.5,535,932,784.5,1033,0,158,1072.5,0,308.5,7,654,497.5,0,291.5,682.5,673,455.5,0,371,204.5,76,76,128,0,1047,229.5,1427,946.5,112.5,349.5,458.5,67.5,12064.5,608.5,765,0,354.5,0,0,363,12.5,156,689.5,254,522.5,159,484,30.5,1294,28,423,762.5,0,0,0,288.5,72,0,117.5,0,818,0,267.5,0,0,0,0,555,0,1353,939.5,0,50.5,145,0,0,2999,301.5,0,0,572,0,0,3924.5,0,0,0,0,350,0,231,0,327,60,0,0,241.5,0,0,228,368.5,0,0,0,0,0,202.5,0,0,153,0,0,977,253,400.5,0,237.5,220,386.5,212,369,0,0,0,0,0,0,350,0,218.5,452,1905,9275,13125.5,19625,2266,5131.5,3898.5,6204,803,307,1199,163.5,1166,2348,198,1531.5,0,0,0,703.5,24,60.5,21,244,0,0,721,0,2244.5,982,243.5,295.5,6232.5,0,197,2217.5,1190,0,0,0,0,198,551,3069,320.5,1605.5,13866.5,10552,3083.5,2208.5,17057,1405.5,7375.5,0,0,149.5,3135.5,2314,3596.5,4014.5,8127,9903,2666,8313,9431.5,19624.5,2952.5,6029.5,310.5,2770,54.5,511,1132,0,162,292,5696.5,11074.5,9060,21162.5,33462,7411.5,20132,11638,18129.5,6116.5,16965.5,1174.5,4138,387
SARS-CoV-2_S1+S2.3,547,197.5,364,3375,289,1360,347,0,116,235.5,563.5,62.5,894.5,932.5,10.5,760.5,451.5,242.5,0,373,286.5,0,1684.5,98.5,1537,342,2274.5,370,1109,717.5,341,2552.5,390.5,307.5,0,5407.5,758.5,598,1000.5,550.5,473.5,529,1008,535.5,1173,0,156,1086.5,0,228.5,0,885,525.5,0,134.5,508.5,719,206.5,0,609,171.5,256,65,0,0,1236,214.5,1379,446.5,216.5,322.5,391.5,0,8246.5,607.5,773,56,233.5,105,0,278,5.5,72,575.5,426,496.5,72,925,599.5,1073,105,0,149.5,0,0,0,0,174,0,509.5,0,473,0,0,434.5,0,0,855.5,263,195,369,0,0,95.5,0,246,0,1505,0,331.5,0,180,204,95,3070.5,0,150,0,0,492,0,0,76,18,531,0,0,120.5,0,0,0,903.5,0,0,0,0,0,1349.5,0,0,0,820,0,1383,0,1125.5,0,411.5,63,1257.5,434,0,383,0,468,0,0,0,136,0,0,0,3334,13314,13061.5,17455,4339,6500.5,5951.5,3633,846,327,470,150.5,739,1908,270,875.5,43,138,0,650.5,283,119.5,13,226,90.5,0,919,0,1340.5,130,0,307.5,3584.5,0,430,2049.5,77,0,0,0,650,1538,0,3552,660.5,1066.5,7738.5,8872,2485.5,1751.5,18887,1739.5,9333.5,0,0,348.5,4391.5,2167,3634.5,5298.5,16749,11677,4282,10982,11801.5,24109.5,3705.5,9443.5,1604.5,3028,23.5,2425,1282,0,340,680,6824.5,10453.5,10255,34827.5,41421,11292.5,20781,14379,18626.5,7179.5,22412.5,2198.5,5018,287
SARS-CoV-2_S1+S2.4,261,214.5,483,0,215,258,260,0,85,210.5,558.5,77.5,532.5,967.5,38.5,610.5,457.5,145.5,0,334,146.5,0,2064.5,173.5,2094,528,1631.5,316,377,970.5,919,783.5,515.5,244.5,0,6346.5,783.5,420,678.5,597.5,274.5,0,1138,856.5,1096,0,120,958.5,0,380.5,20,901,670.5,0,52.5,542.5,402,175.5,0,554,281.5,283,0,113,0,888,209.5,1295,1154.5,350.5,245.5,245.5,144.5,10914.5,853.5,617,0,76.5,0,0,454,38.5,15,508.5,172,260.5,0,698,1385.5,90,99,0,0,0,0,0,0,0,0,431.5,165,792,240,0,578.5,0,0,790.5,853,158,675,1118.5,0,271.5,0,297,302.5,0,0,38.5,0,0,866,0,1658.5,0,0,0,546,278,0,183,0,161,0,0,0,0,0,0,0,322.5,0,0,0,0,529.5,521.5,0,0,525,72,0,859,1886,801.5,0,0,26,2014.5,425,90,0,0,72,0,0,0,163,0,0,0,2265,9261,13988.5,21144,3503,3761.5,7020.5,6246,544,141,559,198.5,763,942,122,779.5,2,0,0,577.5,359,136.5,13,427,0,198,123,0,2205.5,0,0,299.5,2324.5,0,0,2678.5,298,0,0,0,0,595,1724,2117,558.5,0,14334.5,9977,2533.5,1370.5,15411,1338.5,6869.5,2080,0,91.5,5101.5,3943,2403.5,6600.5,12830,16776,4938,9891,11846.5,20539.5,3046.5,6392.5,499.5,3588,159.5,1428,3414,0,3,730,10277.5,7668.5,10243,30270.5,47022,8098.5,14444,13386,16989.5,7739.5,13006.5,1044.5,3450,250
SARS-CoV-2_S1-RBD.1,40,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,424,0,0,0,0,0,0,0,0,0,0,0,0,29021,0,0,58.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,1662,6389.5,3738,77,0,0,0,0,0,0,0,67,0,0,0,0,0,0,20.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,59.5,0,4887.5,52,0,0,1685,277.5,0,0,0,0,0,0,954.5,752.5,0,0,603,1681,882.5,2719.5,14.5,146.5,0,73,0,0,0,0,0,0,3053.5,2771.5,1279,4818.5,4713,4085.5,5670,1917,4279.5,0,5626.5,0,281,0
SARS-CoV-2_S1-RBD.2,13,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,2402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,110,0,0,13,0,0,0,0,0,0,0,173,0,1712,7224.5,4800,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312,582.5,0,3769.5,818,0,0,1447,0,0,0,0,0,0,0,744.5,356.5,955,0,57,3130,4435.5,5432.5,721.5,1180.5,0,0,0,0,0,5345,0,0,2702.5,4322.5,1721,10190.5,4577,2966.5,8619,3667,5532.5,0,13468.5,0,361,0
SARS-CoV-2_S1-RBD.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,0,0,0,0,0,0,0,0,0,291,0,0,0,0,0,0,0,0,0,0,0,152,2096,10660.5,5196,829,376.5,169.5,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,46,627.5,0,5397.5,573,223.5,0,1095,13.5,0,0,0,0,0,0,920.5,702.5,7577,0,0,4122,2034.5,3774.5,345.5,871.5,0,0,0,0,0,0,0,0,3854.5,4283.5,1604,8100.5,7494,3136.5,6679,1970,5014.5,262.5,8759.5,0,472,0
SARS-CoV-2_S1-RBD.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,138,1296,0,0,0,0,0,0,97.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,3827,7151.5,5840,0,557.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,497,0,0,10801.5,4097,0,0,1502,0,0,0,0,0,0,0,2455.5,1829.5,270,0,0,5009,4115.5,4248.5,140.5,1092.5,0,332,0,0,0,0,0,0,4814.5,5549.5,2838,8619.5,4651,4532.5,8959,4328,7215.5,350.5,8001.5,0,391,0
SARS-CoV-2_S2.1,90,63.5,0,0,332,0,131,0,0,0,479.5,0,0,644.5,68.5,0,271.5,0,21,139,25.5,0,1337.5,439.5,1086,0,0,554,0,198.5,0,0,0,397.5,0,3406.5,1256.5,316,1.5,207.5,0,0,0,0,0,0,198,965.5,0,8.5,0,0,83.5,0,58.5,530.5,0,0,0,0,0,0,87,18,0,0,373.5,801,0,66.5,367.5,55.5,0,4406.5,0,0,0,0,0,0,997,36.5,2,57.5,0,93.5,0,434,0,0,0,0,0,0,0,0,0,29,0,0,0,170,0,0,487.5,0,0,0,146,43,0,0,0,122.5,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,25.5,0,0,0,0,0,0,0,0,0,0,0,634,0,0,347,192.5,0,0,200,0,0,0,0,0,0,0,0,0,0,0,2598,3941,6546.5,10029,1429,2019.5,1932.5,1800,0,0,419,0,439,254,0,161.5,0,0,0,169.5,0,0,0,0,0,0,0,0,2296.5,0,0,0,0,0,0,0,0,0,0,0,0,0,789,2936,594.5,0,4934.5,10448,460.5,764.5,10829,852.5,17996.5,0,0,219.5,12172.5,0,5437.5,3865.5,7222,11746,3384,832,9570.5,13974.5,63.5,232.5,0,1988,0,329,0,0,0,334,4315.5,10316.5,1997,5605.5,16314,9124.5,10110,1680,3189.5,464.5,9546.5,0,2975,90
