Unique.ID,NA0012483535.IgG,NA0012483906.IgG,NA0012483927.IgG,NA0012484478.IgG,NA0012484499.IgG,NA0012484752.IgG,NA0012484765.IgG,NA0012483883.IgG,NA0012483591.IgG,NA0012483754.IgG,NA0012483419.IgG,NA0012483315.IgG,NA0012483311.IgG,NA0012483533.IgG,NA0012483544.IgG,NA0012484280.IgG,NA0012484311.IgG,NA0012484502.IgG,NA0012484569.IgG,NA0012484790.IgG,NA0012484774.IgG,NA0012483599.IgG,NA0012483640.IgG,NA0012483771.IgG,NA0012483450.IgG,NA0012483434.IgG,NA0012483665.IgG,NA0012483662.IgG,NA0012483506.IgG,NA0012484306.IgG,NA0012484290.IgG,NA0012484575.IgG,NA0012484591.IgG,NA0012484413.IgG,NA0012483568.IgG,NA0012483616.IgG,NA0012483847.IgG,NA0012483431.IgG,NA0012483435.IgG,NA0012483356.IgG,NA0012483684.IgG,NA0012483685.IgG,NA0012483529.IgG,NA0012484462.IgG,NA0012484472.IgG,NA0012484589.IgG,NA0012484753.IgG,NA0012483576.IgG,NA0012483571.IgG,NA0012483868.IgG,NA0012483872.IgG,NA0012483783.IgG,NA0012483775.IgG,NA0012483340.IgG,NA0012483326.IgG,NA0012483936.IgG,NA0012483955.IgG,NA0012483900.IgG,NA0012483963.IgG,NA0012484506.IgG,NA0012483948.IgG,NA0012484756.IgG,NA0012483967.IgG,NA0012483873.IgG,NA0012483793.IgG,NA0012483632.IgG,NA0012483808.IgG,NA0012483410.IgG,NA0012483816.IgG,NA0012483319.IgG,NA0012483833.IgG,NA0012483981.IgG,NA0012483821.IgG,NA0012483369.IgG,NA0012484009.IgG,NA0012484026.IgG,NA0012484107.IgG,NA0012484106.IgG,NA0012486630.IgG,NA0012486631.IgG,NA0012485588.IgG,NA0012485572.IgG,NA0012486098.IgG,NA0012486108.IgG,NA0012485736.IgG,NA0012486252.IgG,NA0012483535.IgA,NA0012483906.IgA,NA0012483927.IgA,NA0012484478.IgA,NA0012484499.IgA,NA0012484752.IgA,NA0012484765.IgA,NA0012483883.IgA,NA0012483591.IgA,NA0012483754.IgA,NA0012483419.IgA,NA0012483315.IgA,NA0012483311.IgA,NA0012483533.IgA,NA0012483544.IgA,NA0012484280.IgA,NA0012484311.IgA,NA0012484502.IgA,NA0012484569.IgA,NA0012484790.IgA,NA0012484774.IgA,NA0012483599.IgA,NA0012483640.IgA,NA0012483771.IgA,NA0012483450.IgA,NA0012483434.IgA,NA0012483665.IgA,NA0012483662.IgA,NA0012483506.IgA,NA0012484306.IgA,NA0012484290.IgA,NA0012484575.IgA,NA0012484591.IgA,NA0012484413.IgA,NA0012483568.IgA,NA0012483616.IgA,NA0012483847.IgA,NA0012483431.IgA,NA0012483435.IgA,NA0012483356.IgA,NA0012483684.IgA,NA0012483685.IgA,NA0012483529.IgA,NA0012484462.IgA,NA0012484472.IgA,NA0012484589.IgA,NA0012484753.IgA,NA0012483576.IgA,NA0012483571.IgA,NA0012483868.IgA,NA0012483872.IgA,NA0012483783.IgA,NA0012483775.IgA,NA0012483340.IgA,NA0012483326.IgA,NA0012483936.IgA,NA0012483955.IgA,NA0012483900.IgA,NA0012483963.IgA,NA0012484506.IgA,NA0012483948.IgA,NA0012484756.IgA,NA0012483967.IgA,NA0012483873.IgA,NA0012483793.IgA,NA0012483632.IgA,NA0012483808.IgA,NA0012483410.IgA,NA0012483816.IgA,NA0012483319.IgA,NA0012483833.IgA,NA0012483981.IgA,NA0012483821.IgA,NA0012483369.IgA,NA0012484009.IgA,NA0012484026.IgA,NA0012484107.IgA,NA0012484106.IgA,NA0012486630.IgA,NA0012486631.IgA,NA0012485588.IgA,NA0012485572.IgA,NA0012486098.IgA,NA0012486108.IgA,NA0012485736.IgA,NA0012486252.IgA,SFCOVC001.IgG,SFCOVC002.IgG,MN2909.IgG,JT1034.IgG,SFCOVC001.IgA,SFCOVC002.IgA,MN2909.IgA,JT1034.IgA,NA0012486560.IgG,NA0012486414.IgG,NA0012485598.IgG,NA0012486261.IgG,NA0012485765.IgG,NA0012485770.IgG,NA0012484121.IgG,NA0012485733.IgG,NA0012486658.IgG,NA0012485744.IgG,NA0012485589.IgG,NA0012485997.IgG,NA0012485604.IgG,NA0012486244.IgG,NA0012485726.IgG,NA0012484124.IgG,NA0012486397.IgG,NA0012486560.IgA,NA0012486414.IgA,NA0012485598.IgA,NA0012486261.IgA,NA0012485765.IgA,NA0012485770.IgA,NA0012484121.IgA,NA0012485733.IgA,NA0012486658.IgA,NA0012485744.IgA,NA0012485589.IgA,NA0012485997.IgA,NA0012485604.IgA,NA0012486244.IgA,NA0012485726.IgA,NA0012484124.IgA,NA0012486397.IgA,H002020302417.IgA,H002020302499.IgA,H002020302612.IgA,H002020302640.IgA,H002020302417.IgG,H002020302499.IgG,H002020302612.IgG,H002020302640.IgG,W12152080182600FPre13.IgG,W12152080182600FPre13.IgA,Ortho.1.IgA,Ortho.2.IgA,Ortho.3.IgA,Ortho.4.IgA,Ortho.6.IgA,Ortho.7.IgA,Ortho.8.IgA,Ortho.9.IgA,Ortho.10.IgA,Ortho.11.IgA,Ortho.12.IgA,Ortho.13.IgA,Ortho.14.IgA,Ortho.15.IgA,Ortho.16.IgA,Ortho.17.IgA,Ortho.18.IgA,Ortho.19.IgA,Ortho.20.IgA,Ortho.1.IgG,Ortho.2.IgG,Ortho.3.IgG,Ortho.4.IgG,Ortho.6.IgG,Ortho.7.IgG,Ortho.8.IgG,Ortho.9.IgG,Ortho.10.IgG,Ortho.11.IgG,Ortho.12.IgG,Ortho.13.IgG,Ortho.14.IgG,Ortho.15.IgG,Ortho.16.IgG,Ortho.17.IgG,Ortho.18.IgG,Ortho.19.IgG,Ortho.20.IgG
MERS-CoV_S1+S2.4,150,204.5,1084,521,258,0,284,0,251,198.5,1424.5,60.5,430.5,434.5,441.5,327.5,423.5,112.5,123,383,127.5,0,1428.5,726.5,1128,701,1209.5,316,0,627.5,652,1086.5,334.5,260.5,0,3997.5,331.5,927,423.5,283.5,219.5,0,195,1513.5,1472,83,319,1214.5,0,66.5,96,183,303.5,0,107.5,577.5,466,211.5,0,181,624.5,71,329,136,33,278,258.5,773,472.5,62.5,334.5,87.5,0,5118.5,803.5,1056,108,277.5,265,0,244,37.5,69,626.5,239,489.5,0,713,2921.5,142,604,0,178.5,0,366.5,0,0,0,0,0,0,742,0,0,119.5,0,0,909.5,0,0,0,902.5,0,177.5,0,390,0,0,0,0,0,282,734,0,0,0,0,0,0,0,0,346,19,0,195,0,0,61.5,0,0,0,309.5,0,0,0,0,0,295.5,0,0,461,0,0,501,56,215.5,0,141.5,0,0,0,0,21,0,0,0,0,0,0,0,0,312,2161,3280,2785.5,10124,572,832.5,5991.5,1384,909,214,1003,489.5,814,1659,461,1157.5,0,0,0,1037.5,215,2.5,88,254,0,0,558,0,1421.5,277,175.5,0,583.5,0,1056,82.5,802,0,0,0,0,0,0,0,72.5,862.5,2739.5,1337,173.5,2515.5,4162,0,3648.5,1831,0,646.5,793.5,1242,1764.5,591.5,2271,1510,11908,0,2880.5,3122.5,1260.5,2171.5,472.5,1168,0,947,4128,0,650,1057,1531.5,4098.5,2053,3431.5,5629,19192.5,1143,601,2426.5,2229.5,845.5,1105.5,5921,93
"MERS-CoV_S1-RBD, N-(AA367-606, His Tag).1",167,29.5,118,665,59,1307,91,0,0,41.5,51.5,34.5,102.5,149.5,0,234.5,199.5,1.5,0,200,53.5,0,450.5,0,605,0,478.5,66,855,84.5,0,613.5,332.5,0,0,1775.5,0,113,285.5,233.5,67.5,0,0,131.5,249,54,0,367.5,0,31.5,0,69,114.5,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3220.5,736.5,0,0,0,0,0,8,0,0,0,0,99.5,0,285,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,140.5,0,0,0,479.5,0,0,186,0,0,0,0,0,0,0,0,0,0,268,400,1119,83.5,0,0,0,0,0,0,144,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456,0,0,196,271.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,271,0,209,0,147,587,0,467.5,0,0,0,0,0,31.5,0,0,0,0,0,0,268.5,0,0,0,1239.5,0,0,511.5,0,0,0,0,0,0,0,0,88.5,577.5,0,113,0,911.5,686,123.5,0,0,0,0,0,117,738.5,0,214,6824,201,0,0,759.5,0,1543.5,0,439,0,518,106,0,0,0,0,297.5,212,910.5,4514,0,320,0,1205.5,113.5,1214.5,208.5,0,0
"MERS-CoV_S1-RBD, N-(AA367-606, His Tag).2",216,0,160,1497,76,1328,148,0,33,70.5,50.5,0,973.5,68.5,0,279.5,172.5,20.5,0,171,65.5,0,464.5,0,26,924,1589.5,38,0,73.5,124,987.5,106.5,85.5,0,1146.5,0,0,231.5,246.5,44.5,0,206,130.5,429,40,50,286.5,0,225.5,15,263,105.5,0,0,43.5,340,0,0,0,84.5,24,0,4,0,374,0,139,512.5,0,65.5,1.5,62.5,2749.5,798.5,409,0,0,0,0,0,0,0,0,156,146.5,0,274,0,0,395,0,79.5,0,48.5,0,0,4,0,0,0,104,16,0,0,0,0,0,74,0,0,387.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,0,0,0,0,0,0,0,38.5,0,0,0,570.5,0,0,0,0,0,0,0,0,644,0,0,278,89,0,0,154.5,231,0,185,0,0,23,0,0,0,0,0,0,0,0,73,0,0,31,0,0,0,0,519,0,603,25.5,202,606,158,742.5,0,0,500.5,31.5,0,1.5,0,0,0,0,587,0,556.5,4,0,541.5,3769.5,0,86,1179.5,0,0,0,286.5,0,0,136,0,0,709.5,348.5,178,498.5,1607.5,394,0,0,0,0,0,0,0,719.5,0,0,0,3863,0,0,1381.5,496.5,2058.5,0,379,0,324,1004,0,0,0,0,391.5,0,699.5,0,2894.5,60,0,1123.5,268.5,1108.5,1041.5,99,0
"MERS-CoV_S1-RBD, N-(AA367-606, His Tag).3",107,10.5,384,708,104,2055,0,0,194,0,0,23.5,0,132.5,7.5,397.5,186.5,52.5,0,167,144.5,0,535.5,0,296,1143,751.5,72,1005,377.5,92,2231.5,501.5,90.5,0,1726.5,0,0,567.5,279.5,47.5,0,401,236.5,361,17,125,323.5,0,0,0,304,226.5,0,0,3.5,267,0,0,34,11.5,0,0,0,0,226,0,54,200.5,0,61.5,87.5,0,2840.5,377.5,119,0,0,0,0,61,6.5,0,0,199,130.5,0,90,0,0,64,0,0,0,0,0,0,0,0,0,0,395,0,0,34.5,0,0,331.5,286,0,302,1519.5,0,0,0,128,0,0,165.5,0,0,310,186,0,1998.5,0,0,0,0,109,0,0,0,0,0,0,0,38.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,129,0,0,0,0,633,0,660,0,219,786,0,752.5,0,0,0,58.5,0,0,0,0,0,0,565,0,0,202,0,0,2799.5,0,0,842.5,0,0,0,0,0,970,0,0,185.5,0,172.5,516,198.5,679.5,385,0,0,0,0,19.5,0,470,459.5,0,0,2923,463,0,0,1166.5,285.5,2540.5,0,741,0,487,728,0,0,0,820.5,299.5,29,1095.5,1305,22.5,231,0,1284.5,930.5,414.5,635.5,345,0
"MERS-CoV_S1-RBD, N-(AA367-606, His Tag).4",220,21.5,198,458,88,1259,94,0,0,39.5,62.5,27.5,26.5,128.5,0,246.5,221.5,26.5,0,291,0,0,443.5,0,139,0,556.5,2,0,163.5,179,668.5,258.5,134.5,0,1404.5,0,0,430.5,111.5,119.5,0,0,275.5,350,237,0,430.5,0,17.5,0,176,123.5,0,0,0,124,5.5,0,27,0,92,0,0,0,0,0,65,0,0,7.5,0,0,2942.5,603.5,101,0,42.5,0,0,0,0,0,0,199,15.5,0,339,0,461,0,0,130.5,0,0,0,0,328,0,0,0,500,0,124.5,66.5,546,19.5,248.5,560,196,0,49.5,0,0,0,0,0,0,258.5,241.5,0,77,185,34,937.5,0,46,0,0,534,0,243,94,562,0,0,0,241.5,0,0,0,137.5,0,0,0,0,0,0,0,0,230,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,576,0,0,0,57,0,0,98,0,4066.5,0,743,483,0,286,177.5,111,516,406,397.5,0,0,0,58.5,50,0,0,80,0,0,0,0,673.5,79,0,0,2907.5,0,18,1235.5,210,0,0,0,0,0,136,0,0,0,0,0,161.5,323.5,328,0,0,0,0,22.5,0,383,0,438.5,0,2746,463,0,0,770.5,0,429.5,0,178,0,0,2298,0,0,0,0,223.5,86,496.5,1609,0,162,0,1047.5,0,18.5,55.5,181,0
"MERS-CoV_S1-RBD, N-(AA367-606, rFc Tag).1",456,231.5,169,1916,116,1382,312,0,140,350.5,690.5,211.5,58.5,835.5,188.5,232.5,556.5,121.5,73,179,306.5,45.5,1086.5,572.5,777,539,0,244,11,414.5,490,0,305.5,173.5,47,2855.5,251.5,1151,536.5,309.5,194.5,0,345,405.5,843,410,238,671.5,0,441.5,488,351,1004.5,0,338.5,445.5,996,456.5,0,99,178.5,258,160,190,0,724,378.5,360,21.5,192.5,191.5,147.5,350.5,5145.5,238.5,402,1,0,121,67,184,137.5,161,128.5,358,529.5,0,214,0,0,0,0,0,0,0,0,22.5,0,0,0,0,203,0,0,0,0,0,332.5,30,440,0,181.5,0,284.5,0,174,333.5,0,0,0,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,0,0,0,0,104.5,0,0,0,0,0,0,0,311.5,62,0,0,2725.5,0,0,0,0,326,0,0,0,238,0,0,0,1053,88,515.5,597,0,0,0,157,1112,84,674,371.5,2113,1033,245,1296.5,0,0,0,488.5,387,163.5,0,0,25.5,0,0,0,500.5,854,0,413.5,166.5,184,0,1226.5,677,0,0,0,0,58,143,111,1086.5,883.5,1621.5,1236,1020.5,2299.5,1445,0,0,0,0,103.5,0,621,586.5,0,0,0,0,0,0,1704.5,721.5,1194.5,44.5,704,0,861,884,0,632,0,476.5,612.5,434,683.5,3135,585.5,889,833,5961.5,1493.5,1319.5,1255.5,351,390
"MERS-CoV_S1-RBD, N-(AA367-606, rFc Tag).2",526,296.5,331,2964,201,1893,265,0,149,470.5,621.5,329.5,1242.5,851.5,110.5,443.5,436.5,211.5,68,338,256.5,38.5,1093.5,253.5,1104,1187,1129.5,74,306,618.5,428,876.5,549.5,415.5,142,2837.5,232.5,476,691.5,402.5,287.5,0,220,497.5,927,508,192,969.5,0,753.5,431,512,1058.5,0,511.5,416.5,634,184.5,0,167,234.5,276,150,211,0,0,220.5,514,180.5,137.5,366.5,206.5,392.5,5188.5,509.5,592,217,155.5,84,0,324,139.5,116,410.5,560,544.5,0,168,0,314,110,0,59.5,0,0,0,0,30,0,0,0,0,194,0,0,0,0,0,61,0,0,1117.5,0,0,0,660,0,0,411.5,0,0,0,0,0,0,0,0,0,0,179,0,8,0,104,0,0,0,14.5,0,0,0,371.5,0,0,0,0,0,0,170,0,301,0,0,637,0,0,435,663.5,0,0,59,0,0,69,406,0,0,0,407,0,0,31,1073,134,361.5,600,83,0,0,0,1386,358,660,624.5,2594,1765,417,1360.5,0,0,0,404.5,357,272.5,205,111,189.5,0,710,0,1222.5,263,813.5,369.5,3985.5,0,1349,1276.5,208,0,0,0,1056,278,0,582,523.5,948.5,648.5,1578,681.5,1817.5,1433,0,463.5,0,0,0,0,77,1625.5,0,0,0,2206,0,334.5,3649.5,659.5,1803.5,419.5,1360,234.5,363,1046,0,726,70,573.5,834.5,948,2146.5,0,799.5,1175,906,7779.5,1728.5,1851.5,1658.5,866,554
"MERS-CoV_S1-RBD, N-(AA367-606, rFc Tag).3",286,330.5,397,1805,382,889,230,0,606,575.5,739.5,199.5,525.5,942.5,339.5,576.5,567.5,222.5,139,244,370.5,161.5,1329.5,134.5,823,812,345.5,170,1153,531.5,591,1490.5,259.5,408.5,95,2331.5,629.5,376,761.5,368.5,144.5,0,0,281.5,794,440,221,1061.5,0,662.5,497,499,851.5,0,328.5,391.5,503,334.5,0,83,219.5,206,117,166,0,279,233.5,294,132.5,275.5,268.5,132.5,177.5,4836.5,383.5,286,43,0,0,0,266,196.5,102,572.5,510,444.5,0,668,0,86,293,0,1206.5,0,212.5,0,11.5,0,0,69.5,0,0,0,387.5,233.5,0,0,451.5,0,0,0,1270.5,0,0,0,219,0,215,270.5,0,0,162,678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,40,0,382.5,418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,566,0,366.5,834,0,0,0,1658,1442,85,661,391.5,1555,886,968,672.5,0,0,261.5,256.5,539,84.5,205,0,68.5,0,0,0,671.5,0,0,1121.5,0,0,286,0,0,0,0,93.5,0,0,0,339,156.5,0,362.5,1350,606.5,1455.5,1953,988.5,368.5,0,0,450.5,0,147,875.5,0,5057,0,841,98,289.5,4273.5,751.5,1896.5,133.5,1002,0,544,1590,0,917,182,1199.5,705.5,1091,2571.5,0,1205.5,1266,1185,7692.5,2397.5,870.5,1746.5,799,511
"MERS-CoV_S1-RBD, N-(AA367-606, rFc Tag).4",418,197.5,296,0,239,947,264,0,181,172.5,549.5,188.5,121.5,601.5,157.5,652.5,463.5,176.5,110,206,216.5,183.5,815.5,353.5,811,0,0,210,305,470.5,479,660.5,372.5,420.5,147,2577.5,252.5,447,437.5,197.5,171.5,0,136,537.5,957,267,250,651.5,0,257.5,409,303,1334.5,0,299.5,207.5,524,348.5,0,385,185.5,328,137,293,0,0,359.5,524,148.5,220.5,277.5,226.5,0,7325.5,290.5,735,46,0,0,0,60,175.5,92,609.5,318,423.5,0,547,0,0,287,0,192.5,0,0,0,0,0,0,0,0,160,333,0,128.5,0,0,347.5,0,0,0,0,0,88.5,0,925,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.5,0,289,0,29,0,0,582,0,0,178,82.5,0,0,11,0,0,0,58,0,0,0,0,0,0,67,799,74,457.5,816,0,470.5,0,1015,1000,217,430,745.5,1502,590,965,860.5,0,0,457.5,394.5,595,142.5,0,0,47.5,0,0,0,1394.5,476,0,46.5,0,0,669,101.5,128,0,0,0,0,0,107,36,1585.5,682.5,834.5,487,742.5,1654.5,1148,290.5,0,0,0,1091.5,153.5,320,2020.5,438.5,2560,0,1731,0,231.5,2911.5,1044.5,1586.5,0,1359,0,506,723,0,119,0,1089.5,616.5,1033,3484.5,813,521.5,1054,861,6890.5,1419.5,1051.5,1767.5,1109,202
"MERS-CoV_S1-RBD, N-(AA383-502, mFc Tag).1",454,107.5,1570,1948,222,2188,374,0,0,32.5,343.5,0,335.5,589.5,82.5,87.5,190.5,0,0,150,158.5,0,721.5,27.5,818,383,0,144,0,83.5,214,54.5,68.5,214.5,0,2937.5,0,120,566.5,85.5,94.5,0,281,172.5,260,0,0,419.5,9.5,406.5,0,38,651.5,0,0,411.5,734,0,0,0,62.5,0,5,0,0,0,42.5,64,72.5,0,0,428.5,443.5,5757.5,434.5,263,0,0,0,0,62,0,11,14.5,65,212.5,0,284,135.5,790,348,0,0,0,0,270,0,45,0,0,0,152,0,151.5,298.5,0,0,0,0,0,0,49.5,0,81.5,0,29,0,0,481.5,0,0,0,362,43,10995.5,0,0,0,0,53,0,0,0,58,13487,0,0,0,0,0,0,216.5,0,0,0,0,0,0,0,0,140,0,0,348,0,0,0,0,220,0,4888,0,0,4690,0,0,0,0,143,0,0,549,202,0,0,0,0,0,0,0,150,0,488,0,226,398,50,216.5,0,0,126.5,0,42,0,0,0,29.5,0,217,0,618.5,3151,0,0,0,0,0,0,0,0,0,0,0,0,240,573,465.5,2059.5,1573.5,482,218.5,1072.5,697,0,256.5,0,0,18.5,0,0,910.5,57.5,0,0,233,0,0,2919.5,0,141.5,0,1028,145.5,0,32,0,0,0,33.5,1009.5,338,239.5,1764,295.5,134,0,2863.5,0,516.5,0,199,31
"MERS-CoV_S1-RBD, N-(AA383-502, mFc Tag).2",453,80.5,1458,2076,174,1054,376,0,136,31.5,529.5,0,364.5,731.5,0,130.5,370.5,85.5,0,39,86.5,0,662.5,13.5,909,78,0,239,168,66.5,349,397.5,340.5,225.5,0,2252.5,0,152,511.5,89.5,9.5,0,0,117.5,0,53,27,238.5,0,351.5,0,7,612.5,0,0,318.5,406,89.5,0,0,64.5,82,0,32,0,0,153.5,193,0,72.5,51.5,515.5,222.5,4487.5,256.5,393,0,0,0,0,179,0,0,0,175,136.5,0,243,0,219,364,0,0,0,0,0,0,0,0,0,0,0,525,136.5,725.5,0,0,750.5,0,294,1171,0,0,291.5,0,0,0,0,873.5,0,0,1317,906,767,11520.5,0,0,0,0,0,0,0,0,0,12175,0,0,0,0,0,0,418.5,0,0,0,0,0,359.5,0,118,0,0,0,672,0,501.5,529,568.5,0,0,3420,0,0,2746,0,0,0,0,0,0,159.5,516,286,0,0,0,0,152.5,0,446,320,0,219,0,408,646,149,401.5,0,0,0,97.5,145,0,0,70,56.5,0,0,0,602.5,4967,0,392.5,0,0,304,0,0,0,0,0,0,0,0,0,477.5,14.5,698.5,214,143.5,672.5,424,0,1026.5,0,0,452.5,0,0,509.5,97.5,0,4979,1228,25,0,4639.5,956.5,0,0,565,0,0,470,3567,184,0,0,456.5,288,1575.5,2234,0,25,90,2542.5,0,933.5,319.5,320,0
"MERS-CoV_S1-RBD, N-(AA383-502, mFc Tag).3",574,18.5,1697,1711,343,777,597,0,39,39.5,580.5,8.5,30.5,427.5,31.5,497.5,357.5,18.5,0,219,6.5,0,1662.5,0,991,868,855.5,218,279,394.5,165,802.5,50.5,466.5,0,3535.5,0,165,438.5,98.5,110.5,0,372,711.5,790,65,20,567.5,0,56.5,155,148,295.5,0,74.5,75.5,294,60.5,0,195,105.5,3,32,7,0,481,290.5,206,183.5,57.5,228.5,236.5,293.5,8027.5,1078.5,0,0,0,0,0,458,21.5,57,60.5,135,107.5,0,124,326.5,226,52,0,258.5,0,0,0,0,108,0,0,0,1153,4,0,0,69,0,0,349,32,0,345.5,0,0,0,331,0,0,0,0,0,0,0,0,7292.5,0,0,0,0,68,0,0,0,285,12044,0,0,0,0,0,0,186.5,0,0,0,0,0,26.5,0,0,259,0,0,623,0,0,0,0,0,0,5480,0,0,3698,0,0,0,0,467,0,0,601,74,0,0,0,0,0,0,0,25,0,5,0,22,179,0,132.5,0,0,0,0,226,0,0,0,0,0,0,0,0,2236,0,74.5,0,0,138,0,0,0,0,0,0,0,0,0,923.5,251.5,722.5,0,126.5,658.5,426,14.5,1061.5,0,0,275.5,0,0,1052.5,200.5,0,0,163,173,0,3802.5,237.5,780.5,0,0,0,45,195,0,0,0,303.5,862.5,0,1880.5,0,78.5,228,43,2659.5,418.5,712.5,333.5,0,0
"MERS-CoV_S1-RBD, N-(AA383-502, mFc Tag).4",293,88.5,985,0,170,0,318,0,171,0,151.5,20.5,0,860.5,0,80.5,314.5,4.5,28,77,0,70.5,978.5,26.5,547,519,0,111,577,127.5,220,0,133.5,247.5,0,1896.5,0,85,324.5,3.5,131.5,0,0,141.5,98,0,42,187.5,0,285.5,77,0,289.5,0,0,201.5,51,28.5,0,0,2.5,173,0,62,0,0,133.5,42,0,0,0,337.5,0,4444.5,164.5,242,0,0,0,0,370,30.5,0,86.5,42,60.5,0,135,50.5,0,365,0,0,0,0,0,0,365,0,0,0,0,0,0,747.5,124,0,665.5,433,0,0,883.5,0,32.5,0,43,0,0,832.5,0,0,692,675,109,10852.5,0,0,0,0,480,0,0,400,190,5685,0,0,244.5,0,0,0,221.5,0,0,0,0,0,0,0,15,0,0,0,480,0,0,0,97.5,0,0,3972,0,0,2126,212,0,0,0,809,0,0,639,311,0,0,0,0,0,0,0,225,0,608,70.5,289,1105,163,591.5,0,0,0,87.5,125,0,0,0,46.5,0,0,0,0,2865,0,40.5,0,0,0,0,0,0,0,0,0,0,0,0,230.5,0,806.5,0,319.5,798.5,446,84.5,274.5,0,0,0,0,0,432.5,0,0,0,404,0,0,3462.5,0,760.5,0,0,0,197,63,0,0,0,207.5,238.5,135,0,0,123.5,346,0,3007.5,933.5,211.5,0,155,0
"MERS-CoV_S1-RBD, N-(AA383-502, rFc Tag).1",487,132.5,152,1149,51,925,83,0,65,0,141.5,203.5,809.5,564.5,207.5,251.5,393.5,107.5,0,222,324.5,0,671.5,212.5,455,0,0,251,111,211.5,375,231.5,102.5,109.5,47,1572.5,0,351,645.5,0,908.5,0,28,257.5,521,165,75,451.5,0,216.5,264,348,289.5,0,201.5,118.5,579,86.5,0,26,108.5,87,0,10,0,233,94.5,51,0,75.5,67.5,175.5,397.5,5477.5,35.5,344,0,0,0,0,86,20.5,147,97.5,304,405.5,0,382,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,198,0,0,0,0,0,0,0,0,0,207,0,0,0,0,0,0,37.5,0,0,0,0,0,105,0,0,0,0,213,0,0,0,451,0,86.5,291,97,0,0,255,891,0,741,259.5,1010,595,465,262.5,0,0,0,248.5,304,45.5,0,0,0,0,0,0,3.5,0,0,132.5,0,0,110,0,0,0,0,0,0,0,0,0,0,287.5,1810.5,2247,639.5,1713.5,975,0,1316.5,0,0,0,0,169,868.5,408.5,0,0,484,0,0,869.5,0,1470.5,0,438,33.5,1958,1696,6005,1312,0,1833.5,629.5,848,820.5,3163,794.5,758,623,2671.5,1532.5,673.5,1160.5,660,865
"MERS-CoV_S1-RBD, N-(AA383-502, rFc Tag).2",453,315.5,198,1449,70,799,248,0,137,254.5,423.5,244.5,1255.5,612.5,208.5,338.5,529.5,131.5,96,289,357.5,129.5,999.5,259.5,736,432,1175.5,241,610,295.5,551,924.5,103.5,257.5,260,2338.5,130.5,489,516.5,390.5,1520.5,627,598,445.5,744,237,439,565.5,0,543.5,366,613,475.5,0,369.5,258.5,859,549.5,0,482,116.5,376,110,191,0,397,194.5,337,0,173.5,190.5,337.5,372.5,5881.5,227.5,623,1,291.5,0,0,304,274.5,191,106.5,392,521.5,0,311,0,0,446,0,1.5,0,164.5,0,0,0,0,0,0,0,0,0,19.5,0,0,532.5,356,41,0,206.5,0,63.5,0,302,0,0,0,0,0,723,336,103,404.5,0,0,0,0,0,0,229,148,104,0,0,0,481.5,0,0,0,300.5,0,0,0,0,0,0,28,375,0,0,0,733,0,0,333,528.5,0,0,0,0,0,0,558,0,0,0,211,0,0,0,879,124,347.5,734,0,0,0,856,1358,0,550,99.5,1882,777,716,481.5,0,0,0,317.5,429,227.5,133,46,0,0,258,0,505.5,0,0,0,495.5,0,224,0,0,0,0,0,60,0,0,0,138.5,1341.5,1374.5,1112,1284.5,2173.5,926,0,1318.5,0,0,0,0,79,649.5,648.5,0,0,0,0,0,2568.5,107.5,2112.5,0,759,0,1236,1250,0,310,0,666.5,460.5,855,718.5,1712,438.5,483,606,3051.5,1963.5,1228.5,1213.5,653,48
